Counts,Species,Sample
93000,Candida_albicans,MF2.1_Mock
1000,Cryptococcus_neoformans,MF2.1_Mock
1000,Pichia_kudriavzevii,MF2.1_Mock
1000,Candida_auris,MF2.1_Mock
1000,Rhizopus_arrhizus,MF2.1_Mock
2000,Aspergillus_fumigatiaffinis,MF2.1_Mock
1000,Fusarium_oxysporum,MF2.1_Mock
