"Counts","Species","Sample"
1840,"Candida_albicans","MB4.1_Mock"
40,"Aspergillus_fumigatus","MB4.1_Mock"
40,"Penicillium_rubens","MB4.1_Mock"
40,"Cryptococcus_neoformans","MB4.1_Mock"
40,"Rhizopus_arrhizus","MB4.1_Mock"
