"Counts","Species","Sample"
96000,"Cryptococcus_neoformans","MD2.1_Mock"
1000,"Aspergillus_fumigatus","MD2.1_Mock"
1000,"Penicillium_rubens","MD2.1_Mock"
1000,"Candida_albicans","MD2.1_Mock"
1000,"Candida_parapsilosis","MD2.1_Mock"
