"Counts","Species","Sample"
1840,"Cryptococcus_neoformans","MD4.1_Mock"
40,"Aspergillus_fumigatus","MD4.1_Mock"
40,"Penicillium_rubens","MD4.1_Mock"
40,"Candida_albicans","MD4.1_Mock"
40,"Candida_parapsilosis","MD4.1_Mock"
