"Counts","Species","Sample"
92000,"Penicillium_rubens","MC1.1_Mock"
2000,"Candida_albicans","MC1.1_Mock"
2000,"Aspergillus_fumigatus","MC1.1_Mock"
2000,"Cryptococcus_neoformans","MC1.1_Mock"
2000,"Aspergillus_terreus","MC1.1_Mock"
