Counts,Species,Sample
1720,Candida_albicans,MF4.1_Mock
40,Cryptococcus_neoformans,MF4.1_Mock
40,Pichia_kudriavzevii,MF4.1_Mock
40,Candida_auris,MF4.1_Mock
40,Rhizopus_arrhizus,MF4.1_Mock
80,Aspergillus_fumigatiaffinis,MF4.1_Mock
40,Fusarium_oxysporum,MF4.1_Mock
