"Counts","Species","Sample","Proportional_counts"
1720,"Aspergillus_fumigatus","ME4.1_Mock",0.86
40,"Candida_albicans","ME4.1_Mock",0.02
40,"Aspergillus_fischeri","ME4.1_Mock",0.02
40,"Saccharomyces_cerevisiae","ME4.1_Mock",0.02
40,"Fusarium_oxysporum","ME4.1_Mock",0.02
40,"Candida_parapsilosis","ME4.1_Mock",0.02
40,"Candida_auris","ME4.1_Mock",0.02
40,"Rhizopus_arrhizus","ME4.1_Mock",0.02
