"Counts","Species","Sample","Proportional_counts"
46000,"Cryptococcus_neoformans","MD3.1_Mock",0.92
1000,"Aspergillus_fumigatus","MD3.1_Mock",0.02
1000,"Penicillium_rubens","MD3.1_Mock",0.02
1000,"Candida_albicans","MD3.1_Mock",0.02
1000,"Candida_parapsilosis","MD3.1_Mock",0.02
