"Counts","Species","Sample","Proportional_counts"
93000,"Penicillium_rubens","MJ2.1_Mock",0.93
1000,"Aspergillus_flavus","MJ2.1_Mock",0.01
1000,"Aspergillus_clavatus","MJ2.1_Mock",0.01
1000,"Pichia_kudriavzevii","MJ2.1_Mock",0.01
1000,"Aspergillus_penicillioides","MJ2.1_Mock",0.01
1000,"Aspergillus_terreus","MJ2.1_Mock",0.01
1000,"Lomentospora_prolificans","MJ2.1_Mock",0.01
1000,"Aspergillus_fumigatiaffinis","MJ2.1_Mock",0.01
