"Counts","Species","Sample","Proportional_counts"
920,"Aspergillus_fumigatus","MA5.1_Mock",0.92
20,"Penicillium_rubens","MA5.1_Mock",0.02
20,"Candida_albicans","MA5.1_Mock",0.02
20,"Cryptococcus_neoformans","MA5.1_Mock",0.02
20,"Lomentospora_prolificans","MA5.1_Mock",0.02
