"Counts","Species","Sample"
46000,"Penicillium_rubens","MC3.1_Mock"
1000,"Candida_albicans","MC3.1_Mock"
1000,"Aspergillus_fumigatus","MC3.1_Mock"
1000,"Cryptococcus_neoformans","MC3.1_Mock"
1000,"Aspergillus_terreus","MC3.1_Mock"
