"Counts","Species","Sample"
86000,"Cryptococcus_neoformans","MH1.1_Mock"
2000,"Penicillium_rubens","MH1.1_Mock"
2000,"Aspergillus_niger","MH1.1_Mock"
2000,"Candida_rugosa","MH1.1_Mock"
2000,"Aspergillus_clavatus","MH1.1_Mock"
2000,"PjTEF","MH1.1_Mock"
2000,"Candida_parapsilosis","MH1.1_Mock"
2000,"Aspergillus_terreus","MH1.1_Mock"
