"Counts","Species","Sample"
920,"Cryptococcus_neoformans","MD5.1_Mock"
20,"Aspergillus_fumigatus","MD5.1_Mock"
20,"Penicillium_rubens","MD5.1_Mock"
20,"Candida_albicans","MD5.1_Mock"
20,"Candida_parapsilosis","MD5.1_Mock"
