"Counts","Species","Sample"
46000,"Aspergillus_fumigatus","MA3.1_Mock"
1000,"Penicillium_rubens","MA3.1_Mock"
1000,"Candida_albicans","MA3.1_Mock"
1000,"Cryptococcus_neoformans","MA3.1_Mock"
1000,"Lomentospora_prolificans","MA3.1_Mock"
