"Counts","Species","Sample"
86000,"Aspergillus_fumigatus","MI1.1_Mock"
2000,"Aspergillus_niger","MI1.1_Mock"
2000,"Lomentospora_prolificans","MI1.1_Mock"
2000,"Candida_inconspicua","MI1.1_Mock"
2000,"Aspergillus_fumigatiaffinis","MI1.1_Mock"
2000,"Aspergillus_fischeri","MI1.1_Mock"
2000,"PjTEF","MI1.1_Mock"
2000,"Candida_glabrata","MI1.1_Mock"
