"Counts","Species","Sample"
86000,"Penicillium_rubens","MG1.1_Mock"
2000,"Aspergillus_fumigatus","MG1.1_Mock"
2000,"Aspergillus_fumigatiaffinis","MG1.1_Mock"
2000,"Candida_glabrata","MG1.1_Mock"
2000,"Aspergillus_penicillioides","MG1.1_Mock"
2000,"Fusarium_oxysporum","MG1.1_Mock"
2000,"Candida_auris","MG1.1_Mock"
2000,"Aspergillus_flavus","MG1.1_Mock"
