"Counts","Species","Sample"
860,"Penicillium_rubens","MG5.1_Mock"
20,"Aspergillus_fumigatus","MG5.1_Mock"
20,"Aspergillus_fumigatiaffinis","MG5.1_Mock"
20,"Candida_glabrata","MG5.1_Mock"
20,"Aspergillus_penicillioides","MG5.1_Mock"
20,"Fusarium_oxysporum","MG5.1_Mock"
20,"Candida_auris","MG5.1_Mock"
20,"Aspergillus_flavus","MG5.1_Mock"
