"Counts","Species","Sample","Proportional_counts"
1840,"Candida_albicans","MB4.1_Mock",0.92
40,"Aspergillus_fumigatus","MB4.1_Mock",0.02
40,"Penicillium_rubens","MB4.1_Mock",0.02
40,"Cryptococcus_neoformans","MB4.1_Mock",0.02
40,"Rhizopus_arrhizus","MB4.1_Mock",0.02
