"Counts","Species","Sample"
86000,"Penicillium_rubens","MJ1.1_Mock"
2000,"Aspergillus_flavus","MJ1.1_Mock"
2000,"Aspergillus_clavatus","MJ1.1_Mock"
2000,"Pichia_kudriavzevii","MJ1.1_Mock"
2000,"Aspergillus_penicillioides","MJ1.1_Mock"
2000,"Aspergillus_terreus","MJ1.1_Mock"
2000,"Lomentospora_prolificans","MJ1.1_Mock"
2000,"Aspergillus_fumigatiaffinis","MJ1.1_Mock"
