"Counts","Species","Sample","Proportional_counts"
92000,"Cryptococcus_neoformans","MK1.1_Mock",0.92
2000,"Candida_glabrata","MK1.1_Mock",0.02
2000,"Saccharomyces_cerevisiae","MK1.1_Mock",0.02
2000,"Fusarium_oxysporum","MK1.1_Mock",0.02
2000,"Rhizopus_arrhizus","MK1.1_Mock",0.02
