"Counts","Species","Sample"
1720,"Penicillium_rubens","MG4.1_Mock"
40,"Aspergillus_fumigatus","MG4.1_Mock"
40,"Aspergillus_fumigatiaffinis","MG4.1_Mock"
40,"Candida_glabrata","MG4.1_Mock"
40,"Aspergillus_penicillioides","MG4.1_Mock"
40,"Fusarium_oxysporum","MG4.1_Mock"
40,"Candida_auris","MG4.1_Mock"
40,"Aspergillus_flavus","MG4.1_Mock"
