"Counts","Species","Sample","Proportional_counts"
93000,"Penicillium_rubens","MG2.1_Mock",0.93
1000,"Aspergillus_fumigatus","MG2.1_Mock",0.01
1000,"Aspergillus_fumigatiaffinis","MG2.1_Mock",0.01
1000,"Candida_glabrata","MG2.1_Mock",0.01
1000,"Aspergillus_penicillioides","MG2.1_Mock",0.01
1000,"Fusarium_oxysporum","MG2.1_Mock",0.01
1000,"Candida_auris","MG2.1_Mock",0.01
1000,"Aspergillus_flavus","MG2.1_Mock",0.01
