"Counts","Species","Sample","Proportional_counts"
86000,"Aspergillus_fumigatus","ME1.1_Mock",0.86
2000,"Candida_albicans","ME1.1_Mock",0.02
2000,"Aspergillus_fischeri","ME1.1_Mock",0.02
2000,"Saccharomyces_cerevisiae","ME1.1_Mock",0.02
2000,"Fusarium_oxysporum","ME1.1_Mock",0.02
2000,"Candida_parapsilosis","ME1.1_Mock",0.02
2000,"Candida_auris","ME1.1_Mock",0.02
2000,"Rhizopus_arrhizus","ME1.1_Mock",0.02
