"Counts","Species","Sample","Proportional_counts"
920,"Penicillium_rubens","MC5.1_Mock",0.92
20,"Candida_albicans","MC5.1_Mock",0.02
20,"Aspergillus_fumigatus","MC5.1_Mock",0.02
20,"Cryptococcus_neoformans","MC5.1_Mock",0.02
20,"Aspergillus_terreus","MC5.1_Mock",0.02
