"Counts","Species","Sample","Proportional_counts"
1840,"Cryptococcus_neoformans","MD4.1_Mock",0.92
40,"Aspergillus_fumigatus","MD4.1_Mock",0.02
40,"Penicillium_rubens","MD4.1_Mock",0.02
40,"Candida_albicans","MD4.1_Mock",0.02
40,"Candida_parapsilosis","MD4.1_Mock",0.02
